"","subject","experiment","time","wheel","wheelabs","wheelpos","absdist","absspeed","posdist","posspeed","bothdist","dirspeed","absspeedf","posspeedf","dirspeedf"
"1190","Sample","Hab",119000,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1192","Sample","Hab",119200,3,3,3,0.198720703125,0.993603515625,0.198720703125,0.993603515625,0.198720703125,0.993603515625,0.66240234375,0,-0.331201171875
"1194","Sample","Hab",119400,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1196","Sample","Hab",119600,-2,2,0,0.13248046875,0.66240234375,0,0,-0.13248046875,-0.66240234375,0.331201171875,0,0
"1198","Sample","Hab",119800,0,0,0,0,0,0,0,0,0,0.331201171875,0,-0.331201171875
"1200","Sample","Hab",120000,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.66240234375,0,0
"1202","Sample","Hab",120200,-3,3,0,0.198720703125,0.993603515625,0,0,-0.198720703125,-0.993603515625,0.993603515625,0.331201171875,0.331201171875
"1204","Sample","Hab",120400,4,4,4,0.2649609375,1.3248046875,0.2649609375,1.3248046875,0.2649609375,1.3248046875,1.3248046875,1.3248046875,1.3248046875
"1206","Sample","Hab",120600,4,4,4,0.2649609375,1.3248046875,0.2649609375,1.3248046875,0.2649609375,1.3248046875,1.3248046875,1.3248046875,1.3248046875
"1208","Sample","Hab",120800,6,6,6,0.39744140625,1.98720703125,0.39744140625,1.98720703125,0.39744140625,1.98720703125,1.98720703125,1.98720703125,1.98720703125
"1210","Sample","Hab",121000,10,10,10,0.66240234375,3.31201171875,0.66240234375,3.31201171875,0.66240234375,3.31201171875,1.98720703125,1.98720703125,1.98720703125
"1212","Sample","Hab",121200,8,8,8,0.529921875,2.649609375,0.529921875,2.649609375,0.529921875,2.649609375,1.98720703125,1.98720703125,1.98720703125
"1214","Sample","Hab",121400,0,0,0,0,0,0,0,0,0,1.3248046875,1.3248046875,1.3248046875
"1216","Sample","Hab",121600,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0.331201171875,0.331201171875
"1218","Sample","Hab",121800,4,4,4,0.2649609375,1.3248046875,0.2649609375,1.3248046875,0.2649609375,1.3248046875,0.331201171875,0.331201171875,0.331201171875
"1220","Sample","Hab",122000,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,1.3248046875,1.3248046875,1.3248046875
"1222","Sample","Hab",122200,13,13,13,0.861123046875,4.305615234375,0.861123046875,4.305615234375,0.861123046875,4.305615234375,1.656005859375,1.656005859375,1.656005859375
"1224","Sample","Hab",122400,11,11,11,0.728642578125,3.643212890625,0.728642578125,3.643212890625,0.728642578125,3.643212890625,3.643212890625,3.643212890625,3.643212890625
"1226","Sample","Hab",122600,5,5,5,0.331201171875,1.656005859375,0.331201171875,1.656005859375,0.331201171875,1.656005859375,3.9744140625,3.9744140625,3.9744140625
"1228","Sample","Hab",122800,12,12,12,0.7948828125,3.9744140625,0.7948828125,3.9744140625,0.7948828125,3.9744140625,3.9744140625,3.9744140625,3.9744140625
"1230","Sample","Hab",123000,13,13,13,0.861123046875,4.305615234375,0.861123046875,4.305615234375,0.861123046875,4.305615234375,4.305615234375,4.305615234375,4.305615234375
"1232","Sample","Hab",123200,14,14,14,0.92736328125,4.63681640625,0.92736328125,4.63681640625,0.92736328125,4.63681640625,4.63681640625,4.63681640625,4.63681640625
"1234","Sample","Hab",123400,20,20,20,1.3248046875,6.6240234375,1.3248046875,6.6240234375,1.3248046875,6.6240234375,4.63681640625,4.63681640625,4.63681640625
"1236","Sample","Hab",123600,16,16,16,1.05984375,5.29921875,1.05984375,5.29921875,1.05984375,5.29921875,4.63681640625,4.63681640625,4.63681640625
"1238","Sample","Hab",123800,14,14,14,0.92736328125,4.63681640625,0.92736328125,4.63681640625,0.92736328125,4.63681640625,4.63681640625,4.63681640625,4.63681640625
"1240","Sample","Hab",124000,8,8,8,0.529921875,2.649609375,0.529921875,2.649609375,0.529921875,2.649609375,2.649609375,2.649609375,2.649609375
"1242","Sample","Hab",124200,4,4,4,0.2649609375,1.3248046875,0.2649609375,1.3248046875,0.2649609375,1.3248046875,1.3248046875,1.3248046875,1.3248046875
"1244","Sample","Hab",124400,0,0,0,0,0,0,0,0,0,0.66240234375,0,0
"1246","Sample","Hab",124600,-2,2,0,0.13248046875,0.66240234375,0,0,-0.13248046875,-0.66240234375,0.66240234375,0,0
"1248","Sample","Hab",124800,-2,2,0,0.13248046875,0.66240234375,0,0,-0.13248046875,-0.66240234375,0,0,0
"1250","Sample","Hab",125000,0,0,0,0,0,0,0,0,0,0,0,0
"1252","Sample","Hab",125200,0,0,0,0,0,0,0,0,0,0,0,0
"1254","Sample","Hab",125400,0,0,0,0,0,0,0,0,0,0,0,0
"1256","Sample","Hab",125600,0,0,0,0,0,0,0,0,0,0,0,0
"1258","Sample","Hab",125800,0,0,0,0,0,0,0,0,0,0,0,0
"1260","Sample","Hab",126000,0,0,0,0,0,0,0,0,0,0,0,0
"1262","Sample","Hab",126200,0,0,0,0,0,0,0,0,0,0,0,0
"1264","Sample","Hab",126400,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1266","Sample","Hab",126600,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1268","Sample","Hab",126800,0,0,0,0,0,0,0,0,0,0.331201171875,0.331201171875,0.331201171875
"1270","Sample","Hab",127000,0,0,0,0,0,0,0,0,0,0,0,0
"1272","Sample","Hab",127200,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1274","Sample","Hab",127400,0,0,0,0,0,0,0,0,0,0,0,0
"1276","Sample","Hab",127600,0,0,0,0,0,0,0,0,0,0,0,0
"1278","Sample","Hab",127800,0,0,0,0,0,0,0,0,0,0,0,0
"1280","Sample","Hab",128000,0,0,0,0,0,0,0,0,0,0,0,0
"1282","Sample","Hab",128200,0,0,0,0,0,0,0,0,0,0,0,0
"1284","Sample","Hab",128400,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1286","Sample","Hab",128600,0,0,0,0,0,0,0,0,0,0,0,0
"1288","Sample","Hab",128800,0,0,0,0,0,0,0,0,0,0,0,0
"1290","Sample","Hab",129000,0,0,0,0,0,0,0,0,0,0,0,0
"1292","Sample","Hab",129200,0,0,0,0,0,0,0,0,0,0,0,0
"1294","Sample","Hab",129400,0,0,0,0,0,0,0,0,0,0,0,0
"1296","Sample","Hab",129600,0,0,0,0,0,0,0,0,0,0,0,0
"1298","Sample","Hab",129800,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,0
"1300","Sample","Hab",130000,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1302","Sample","Hab",130200,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,0
"1304","Sample","Hab",130400,0,0,0,0,0,0,0,0,0,0.331201171875,0,0
"1306","Sample","Hab",130600,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1308","Sample","Hab",130800,0,0,0,0,0,0,0,0,0,0,0,0
"1310","Sample","Hab",131000,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1312","Sample","Hab",131200,0,0,0,0,0,0,0,0,0,0,0,0
"1314","Sample","Hab",131400,0,0,0,0,0,0,0,0,0,0,0,0
"1316","Sample","Hab",131600,0,0,0,0,0,0,0,0,0,0,0,0
"1318","Sample","Hab",131800,0,0,0,0,0,0,0,0,0,0,0,0
"1320","Sample","Hab",132000,0,0,0,0,0,0,0,0,0,0,0,0
"1322","Sample","Hab",132200,0,0,0,0,0,0,0,0,0,0,0,0
"1324","Sample","Hab",132400,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1326","Sample","Hab",132600,0,0,0,0,0,0,0,0,0,0,0,0
"1328","Sample","Hab",132800,0,0,0,0,0,0,0,0,0,0,0,0
"1330","Sample","Hab",133000,0,0,0,0,0,0,0,0,0,0,0,0
"1332","Sample","Hab",133200,0,0,0,0,0,0,0,0,0,0,0,0
"1334","Sample","Hab",133400,0,0,0,0,0,0,0,0,0,0,0,0
"1336","Sample","Hab",133600,0,0,0,0,0,0,0,0,0,0,0,0
"1338","Sample","Hab",133800,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1340","Sample","Hab",134000,0,0,0,0,0,0,0,0,0,0,0,0
"1342","Sample","Hab",134200,0,0,0,0,0,0,0,0,0,0,0,0
"1344","Sample","Hab",134400,0,0,0,0,0,0,0,0,0,0,0,0
"1346","Sample","Hab",134600,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1348","Sample","Hab",134800,-3,3,0,0.198720703125,0.993603515625,0,0,-0.198720703125,-0.993603515625,0.66240234375,0,-0.331201171875
"1350","Sample","Hab",135000,-2,2,0,0.13248046875,0.66240234375,0,0,-0.13248046875,-0.66240234375,0.66240234375,0,-0.331201171875
"1352","Sample","Hab",135200,2,2,2,0.13248046875,0.66240234375,0.13248046875,0.66240234375,0.13248046875,0.66240234375,0.66240234375,0,0
"1354","Sample","Hab",135400,0,0,0,0,0,0,0,0,0,0.331201171875,0,0
"1356","Sample","Hab",135600,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1358","Sample","Hab",135800,0,0,0,0,0,0,0,0,0,0,0,0
"1360","Sample","Hab",136000,0,0,0,0,0,0,0,0,0,0,0,0
"1362","Sample","Hab",136200,0,0,0,0,0,0,0,0,0,0,0,0
"1364","Sample","Hab",136400,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1366","Sample","Hab",136600,0,0,0,0,0,0,0,0,0,0,0,0
"1368","Sample","Hab",136800,0,0,0,0,0,0,0,0,0,0,0,0
"1370","Sample","Hab",137000,0,0,0,0,0,0,0,0,0,0,0,0
"1372","Sample","Hab",137200,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1374","Sample","Hab",137400,0,0,0,0,0,0,0,0,0,0,0,0
"1376","Sample","Hab",137600,0,0,0,0,0,0,0,0,0,0,0,0
"1378","Sample","Hab",137800,0,0,0,0,0,0,0,0,0,0,0,0
"1380","Sample","Hab",138000,0,0,0,0,0,0,0,0,0,0,0,0
"1382","Sample","Hab",138200,0,0,0,0,0,0,0,0,0,0,0,0
"1384","Sample","Hab",138400,0,0,0,0,0,0,0,0,0,0,0,0
"1386","Sample","Hab",138600,0,0,0,0,0,0,0,0,0,0,0,0
"1388","Sample","Hab",138800,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1390","Sample","Hab",139000,0,0,0,0,0,0,0,0,0,0.331201171875,0,0
"1392","Sample","Hab",139200,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1394","Sample","Hab",139400,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1396","Sample","Hab",139600,-2,2,0,0.13248046875,0.66240234375,0,0,-0.13248046875,-0.66240234375,0.331201171875,0,0
"1398","Sample","Hab",139800,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1400","Sample","Hab",140000,0,0,0,0,0,0,0,0,0,0.331201171875,0,0
"1402","Sample","Hab",140200,0,0,0,0,0,0,0,0,0,0,0,0
"1404","Sample","Hab",140400,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1406","Sample","Hab",140600,0,0,0,0,0,0,0,0,0,0,0,0
"1408","Sample","Hab",140800,0,0,0,0,0,0,0,0,0,0,0,0
"1410","Sample","Hab",141000,0,0,0,0,0,0,0,0,0,0,0,0
"1412","Sample","Hab",141200,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1414","Sample","Hab",141400,0,0,0,0,0,0,0,0,0,0,0,0
"1416","Sample","Hab",141600,0,0,0,0,0,0,0,0,0,0,0,0
"1418","Sample","Hab",141800,0,0,0,0,0,0,0,0,0,0,0,0
"1420","Sample","Hab",142000,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1422","Sample","Hab",142200,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,0
"1424","Sample","Hab",142400,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1426","Sample","Hab",142600,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,0
"1428","Sample","Hab",142800,0,0,0,0,0,0,0,0,0,0,0,0
"1430","Sample","Hab",143000,0,0,0,0,0,0,0,0,0,0,0,0
"1432","Sample","Hab",143200,0,0,0,0,0,0,0,0,0,0,0,0
"1434","Sample","Hab",143400,0,0,0,0,0,0,0,0,0,0,0,0
"1436","Sample","Hab",143600,0,0,0,0,0,0,0,0,0,0,0,0
"1438","Sample","Hab",143800,0,0,0,0,0,0,0,0,0,0,0,0
"1440","Sample","Hab",144000,0,0,0,0,0,0,0,0,0,0,0,0
"1442","Sample","Hab",144200,0,0,0,0,0,0,0,0,0,0,0,0
"1444","Sample","Hab",144400,0,0,0,0,0,0,0,0,0,0,0,0
"1446","Sample","Hab",144600,0,0,0,0,0,0,0,0,0,0,0,0
"1448","Sample","Hab",144800,0,0,0,0,0,0,0,0,0,0,0,0
"1450","Sample","Hab",145000,0,0,0,0,0,0,0,0,0,0,0,0
"1452","Sample","Hab",145200,0,0,0,0,0,0,0,0,0,0,0,0
"1454","Sample","Hab",145400,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1456","Sample","Hab",145600,0,0,0,0,0,0,0,0,0,0,0,0
"1458","Sample","Hab",145800,0,0,0,0,0,0,0,0,0,0,0,0
"1460","Sample","Hab",146000,0,0,0,0,0,0,0,0,0,0,0,0
"1462","Sample","Hab",146200,0,0,0,0,0,0,0,0,0,0,0,0
"1464","Sample","Hab",146400,0,0,0,0,0,0,0,0,0,0,0,0
"1466","Sample","Hab",146600,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1468","Sample","Hab",146800,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1470","Sample","Hab",147000,-2,2,0,0.13248046875,0.66240234375,0,0,-0.13248046875,-0.66240234375,0.331201171875,0,-0.331201171875
"1472","Sample","Hab",147200,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1474","Sample","Hab",147400,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1476","Sample","Hab",147600,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,-0.331201171875
"1478","Sample","Hab",147800,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,-0.331201171875
"1480","Sample","Hab",148000,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.331201171875,0,0
"1482","Sample","Hab",148200,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0.331201171875,0,0
"1484","Sample","Hab",148400,0,0,0,0,0,0,0,0,0,0,0,0
"1486","Sample","Hab",148600,0,0,0,0,0,0,0,0,0,0,0,0
"1488","Sample","Hab",148800,0,0,0,0,0,0,0,0,0,0,0,0
"1490","Sample","Hab",149000,0,0,0,0,0,0,0,0,0,0,0,0
"1492","Sample","Hab",149200,0,0,0,0,0,0,0,0,0,0,0,0
"1494","Sample","Hab",149400,0,0,0,0,0,0,0,0,0,0,0,0
"1496","Sample","Hab",149600,0,0,0,0,0,0,0,0,0,0,0,0
"1498","Sample","Hab",149800,0,0,0,0,0,0,0,0,0,0,0,0
"1500","Sample","Hab",150000,0,0,0,0,0,0,0,0,0,0,0,0
"1502","Sample","Hab",150200,0,0,0,0,0,0,0,0,0,0,0,0
"1504","Sample","Hab",150400,0,0,0,0,0,0,0,0,0,0,0,0
"1506","Sample","Hab",150600,3,3,3,0.198720703125,0.993603515625,0.198720703125,0.993603515625,0.198720703125,0.993603515625,0,0,0
"1508","Sample","Hab",150800,-2,2,0,0.13248046875,0.66240234375,0,0,-0.13248046875,-0.66240234375,0.331201171875,0,0
"1510","Sample","Hab",151000,0,0,0,0,0,0,0,0,0,0.331201171875,0,0
"1512","Sample","Hab",151200,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1514","Sample","Hab",151400,0,0,0,0,0,0,0,0,0,0,0,0
"1516","Sample","Hab",151600,0,0,0,0,0,0,0,0,0,0,0,0
"1518","Sample","Hab",151800,0,0,0,0,0,0,0,0,0,0,0,0
"1520","Sample","Hab",152000,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1522","Sample","Hab",152200,0,0,0,0,0,0,0,0,0,0,0,0
"1524","Sample","Hab",152400,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1526","Sample","Hab",152600,0,0,0,0,0,0,0,0,0,0,0,0
"1528","Sample","Hab",152800,0,0,0,0,0,0,0,0,0,0,0,0
"1530","Sample","Hab",153000,0,0,0,0,0,0,0,0,0,0,0,0
"1532","Sample","Hab",153200,0,0,0,0,0,0,0,0,0,0,0,0
"1534","Sample","Hab",153400,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1536","Sample","Hab",153600,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1538","Sample","Hab",153800,0,0,0,0,0,0,0,0,0,0,0,0
"1540","Sample","Hab",154000,0,0,0,0,0,0,0,0,0,0,0,0
"1542","Sample","Hab",154200,0,0,0,0,0,0,0,0,0,0,0,0
"1544","Sample","Hab",154400,0,0,0,0,0,0,0,0,0,0,0,0
"1546","Sample","Hab",154600,0,0,0,0,0,0,0,0,0,0,0,0
"1548","Sample","Hab",154800,0,0,0,0,0,0,0,0,0,0,0,0
"1550","Sample","Hab",155000,0,0,0,0,0,0,0,0,0,0,0,0
"1552","Sample","Hab",155200,0,0,0,0,0,0,0,0,0,0,0,0
"1554","Sample","Hab",155400,0,0,0,0,0,0,0,0,0,0,0,0
"1556","Sample","Hab",155600,0,0,0,0,0,0,0,0,0,0,0,0
"1558","Sample","Hab",155800,0,0,0,0,0,0,0,0,0,0,0,0
"1560","Sample","Hab",156000,0,0,0,0,0,0,0,0,0,0,0,0
"1562","Sample","Hab",156200,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1564","Sample","Hab",156400,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1566","Sample","Hab",156600,0,0,0,0,0,0,0,0,0,0,0,0
"1568","Sample","Hab",156800,0,0,0,0,0,0,0,0,0,0,0,0
"1570","Sample","Hab",157000,0,0,0,0,0,0,0,0,0,0,0,0
"1572","Sample","Hab",157200,0,0,0,0,0,0,0,0,0,0,0,0
"1574","Sample","Hab",157400,0,0,0,0,0,0,0,0,0,0,0,0
"1576","Sample","Hab",157600,0,0,0,0,0,0,0,0,0,0,0,0
"1578","Sample","Hab",157800,0,0,0,0,0,0,0,0,0,0,0,0
"1580","Sample","Hab",158000,0,0,0,0,0,0,0,0,0,0,0,0
"1582","Sample","Hab",158200,0,0,0,0,0,0,0,0,0,0,0,0
"1584","Sample","Hab",158400,0,0,0,0,0,0,0,0,0,0,0,0
"1586","Sample","Hab",158600,0,0,0,0,0,0,0,0,0,0,0,0
"1588","Sample","Hab",158800,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1590","Sample","Hab",159000,-1,1,0,0.066240234375,0.331201171875,0,0,-0.066240234375,-0.331201171875,0,0,0
"1592","Sample","Hab",159200,0,0,0,0,0,0,0,0,0,0,0,0
"1594","Sample","Hab",159400,0,0,0,0,0,0,0,0,0,0,0,0
"1596","Sample","Hab",159600,0,0,0,0,0,0,0,0,0,0,0,0
"1598","Sample","Hab",159800,0,0,0,0,0,0,0,0,0,0,0,0
"1600","Sample","Hab",160000,0,0,0,0,0,0,0,0,0,0,0,0
"1602","Sample","Hab",160200,0,0,0,0,0,0,0,0,0,0,0,0
"1604","Sample","Hab",160400,0,0,0,0,0,0,0,0,0,0,0,0
"1606","Sample","Hab",160600,0,0,0,0,0,0,0,0,0,0,0,0
"1608","Sample","Hab",160800,0,0,0,0,0,0,0,0,0,0,0,0
"1610","Sample","Hab",161000,0,0,0,0,0,0,0,0,0,0,0,0
"1612","Sample","Hab",161200,0,0,0,0,0,0,0,0,0,0,0,0
"1614","Sample","Hab",161400,0,0,0,0,0,0,0,0,0,0,0,0
"1616","Sample","Hab",161600,0,0,0,0,0,0,0,0,0,0,0,0
"1618","Sample","Hab",161800,0,0,0,0,0,0,0,0,0,0,0,0
"1620","Sample","Hab",162000,0,0,0,0,0,0,0,0,0,0,0,0
"1622","Sample","Hab",162200,0,0,0,0,0,0,0,0,0,0,0,0
"1624","Sample","Hab",162400,0,0,0,0,0,0,0,0,0,0,0,0
"1626","Sample","Hab",162600,-3,3,0,0.198720703125,0.993603515625,0,0,-0.198720703125,-0.993603515625,0,0,0
"1628","Sample","Hab",162800,0,0,0,0,0,0,0,0,0,0,0,0
"1630","Sample","Hab",163000,0,0,0,0,0,0,0,0,0,0,0,0
"1632","Sample","Hab",163200,1,1,1,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0.066240234375,0.331201171875,0,0,0
"1634","Sample","Hab",163400,0,0,0,0,0,0,0,0,0,0,0,0
