"","Var1","Var2","value"
"258",30,"4",0.0731275073882492
"259",31,"4",0.00214295242755649
"260",32,"4",3.34631167450008e-05
"261",33,"4",4.10598357003379
"262",34,"4",2.40457045385387
"263",35,"4",0.0871869386066611
"264",36,"4",5.67094265357014
"265",37,"4",0.071899638173668
"266",38,"4",5.44771094015451
"267",39,"4",0.558117522414756
"268",4,"4",0.0891390389825563
"269",40,"4",0.0135256943107407
"270",41,"4",0.00727760583393859
"271",42,"4",0.491415332174451
"272",43,"4",0.00387400322432722
"273",44,"4",0.0141136858815602
"274",45,"4",0.00124074244548783
"275",46,"4",0.00803478831173858
"276",47,"4",0.00410525801734984
"277",48,"4",0.0838519475010207
"278",49,"4",0.00623067473868471
"279",5,"4",0.0102440194962554
"280",50,"4",0.00769589349012147
"281",51,"4",0.0925318801557407
"282",52,"4",1.34154199656996
"283",53,"4",0.0246198926343883
"284",54,"4",0.00304929167656209
"285",55,"4",0.0753428318212892
"286",56,"4",0.120607952225157
"287",57,"4",0.222057200731329
"288",58,"4",0.0301103057239521
"289",59,"4",0.195797598881013
"290",6,"4",0.0571881116892151
"291",60,"4",0.033019864099105
"292",61,"4",2.00198889372345
"293",62,"4",0.00055554784552605
"294",63,"4",0.380064096898602
"295",64,"4",0.0850781885893988
"296",65,"4",0.105690346724325
"297",66,"4",0.000453462214704029
"298",67,"4",0.32322822194049
"299",68,"4",1.41307691184791
"300",69,"4",0.0106476609000338
"301",7,"4",0.000385595534821666
"302",70,"4",0.044124711215742
"303",71,"4",0.0115176717819386
"304",72,"4",0.0127291515050177
"305",73,"4",0.0149928364373356
"306",74,"4",0.00355522221285305
"307",75,"4",0.00160254635265823
"308",76,"4",1.40291584762066
"309",77,"4",0.000675452974797759
"310",78,"4",0.233354586664402
"311",8,"4",2.3418474738035
"312",9,"4",0
"313",1,"5",0.793814485982781
"314",10,"5",0.0119920526860163
"315",11,"5",0.00601653514882352
"316",12,"5",0.275410123921537
"317",13,"5",0.0208838726458612
"318",14,"5",0
"319",15,"5",0.58488134178835
"320",16,"5",0.370839155556143
"321",17,"5",0.00894968746118368
"322",18,"5",0.0346296569326116
"323",19,"5",0.18058833134025
"324",2,"5",1.03444265726343
"325",20,"5",1.01371701199486
"326",21,"5",0
"327",22,"5",0.332218063321376
"328",23,"5",0.00218904087112497
"329",24,"5",0.0137553559256532
"330",25,"5",3.71923069164752e-05
"331",26,"5",0.102026641094644
"332",27,"5",0.219186446858476
"333",28,"5",0.0585466492410599
"334",29,"5",0.0655219498154944
"335",3,"5",0.0142939901745139
"336",30,"5",0.0354399578277203
"337",31,"5",0.000830189711011292
"338",32,"5",1.9389441358193e-05
"339",33,"5",4.59045600970042
"340",34,"5",2.34579725438166
"341",35,"5",0.029597985954638
"342",36,"5",5.08806272659138
"343",37,"5",0.0316008220342392
"344",38,"5",4.81587146859764
"345",39,"5",0.196007180415267
"346",4,"5",0.0317732172879536
"347",40,"5",0.00684147014499741
"348",41,"5",0.00308003291931102
"349",42,"5",0.576536106716093
"350",43,"5",0.0014313917182526
"351",44,"5",0.00385913162451973
"352",45,"5",0.000414816336804456
"353",46,"5",0.00217588971709742
"354",47,"5",0.00150814125563539
"355",48,"5",0.0297126376462216
"356",49,"5",0.0013316353325815
"357",5,"5",0.0023427745640547
"358",50,"5",0.00246890035944236
"359",51,"5",0.0401151627922135
"360",52,"5",0.413703381417031
"361",53,"5",0.0109856191955856
"362",54,"5",0
"363",55,"5",0.0301888311552779
"364",56,"5",0.0518553509484207
"365",57,"5",0.114248361835462
"366",58,"5",0.169740377814669
"367",59,"5",0.213794207547262
"368",6,"5",0.0206454946555588
"369",60,"5",0.00942763266509915
"370",61,"5",1.05091093706017
"371",62,"5",0.000281865805239044
"372",63,"5",0.544218345294614
"373",64,"5",0.0307597907272387
"374",65,"5",0.044394787140525
"375",66,"5",0.00018291872322777
"376",67,"5",0.134486629612845
"377",68,"5",0.926382215661514
"378",69,"5",0.00471043998455025
"379",7,"5",0.000117594683869779
"380",70,"5",0.0260351495648453
"381",71,"5",0.00459593118391908
"382",72,"5",0.0043988948635422
"383",73,"5",0.00556350427953621
"384",74,"5",0.000736384556220579
"385",75,"5",0.000438260402730979
"386",76,"5",1.38277675782996
"387",77,"5",0.000223958875879894
"388",78,"5",0.530181376526997
"389",8,"5",0.589618928435601
"390",9,"5",0
"391",1,"6",0.468034409117903
"392",10,"6",0.00378910233741552
"393",11,"6",0.00269439042141435
"394",12,"6",0.79926116265341
"395",13,"6",0
"396",14,"6",7.24687239588632
"397",15,"6",0.699062038072503
"398",16,"6",0.159986269999807
"399",17,"6",0.00267695317980927
"400",18,"6",0.0178456322796372
"401",19,"6",0.0893392026109308
"402",2,"6",0.456486858963071
"403",20,"6",0.482361943384967
"404",21,"6",0
"405",22,"6",0.140374261156039
"406",23,"6",0.000733819679580004
"407",24,"6",0.0073127776058937
"408",25,"6",1.47149842534128e-05
"409",26,"6",0.0409890094741757
"410",27,"6",0.079087684359914
"411",28,"6",0.0259682345416641
"412",29,"6",0.0586727458690577
"413",3,"6",0.0049157154455614
"414",30,"6",0.0171741689750194
"415",31,"6",0.128813180097194
"416",32,"6",1.11130680127671e-05
"417",33,"6",2.64332890122506
"418",34,"6",1.38991612389908
"419",35,"6",0.0100467011984368
"420",36,"6",2.79235648495252
"421",37,"6",0.0138880881721966
"422",38,"6",3.56751800480405
"423",39,"6",0.145254914144959
"424",4,"6",0.0113242582211934
"425",40,"6",0.00344570222329773
"426",41,"6",0.00130347129744429
"427",42,"6",0.571746069772681
"428",43,"6",0.000528824036791792
"429",44,"6",0.00105502733936993
"430",45,"6",0.000138665525973601
"431",46,"6",0.000589157881028573
"432",47,"6",0.113409863918999
"433",48,"6",0.0105274733765174
"434",49,"6",0.000284534344408475
"435",5,"6",0.000535682644407645
"436",50,"6",0.000788355400988572
"437",51,"6",0.0173898351620139
"438",52,"6",0.127560359907705
"439",53,"6",0.00490150938579141
"440",54,"6",5.30870711241567
"441",55,"6",0.0119790421150923
"442",56,"6",0.0222936550204963
"443",57,"6",0.0587781196363267
"444",58,"6",0.405077750165761
"445",59,"6",0.247944890625447
"446",6,"6",0.0074513285118132
"447",60,"6",0.00265859836158126
"448",61,"6",0.497400259080451
"449",62,"6",0.000143004132993896
"450",63,"6",0.596015177590851
"451",64,"6",0.011120007586087
"452",65,"6",0.0186464575608505
"453",66,"6",7.19310083866709e-05
"454",67,"6",0.0559519759270752
"455",68,"6",0.996594253390815
"456",69,"6",0.00208372086561389
"457",7,"6",3.58692488997505e-05
"458",70,"6",0.074793051689512
"459",71,"6",0.204696965805054
"460",72,"6",0.00151998956594185
"461",73,"6",0.00206428574641867
"462",74,"6",0.000152486929133275
"463",75,"6",0.000119786084740012
"464",76,"6",0.775891914821224
"465",77,"6",7.29892370700611e-05
"466",78,"6",0.662583843020833
"467",8,"6",0.148424156142162
"468",9,"6",0.17757386844436
"469",1,"7",0.389261140594432
"470",10,"7",0.00119708570968567
"471",11,"7",0.00120652817026787
"472",12,"7",0.550991821529618
"473",13,"7",0.302223081315767
"474",14,"7",8
"475",15,"7",0.328904897299025
"476",16,"7",0.0690159620344847
"477",17,"7",0.000800596296914143
"478",18,"7",0.00917501936758341
"479",19,"7",0.0441950011773005
"480",2,"7",0.22851883999158
"481",20,"7",0.229512150397505
"482",21,"7",0
"483",22,"7",0.442434279924145
"484",23,"7",0.00024596609335531
"485",24,"7",0.00388753384511562
"486",25,"7",5.80215410581479e-06
"487",26,"7",0.0164659730504176
"488",27,"7",1.00478028215222
"489",28,"7",0.0115174135126262
"490",29,"7",0.0849905993201159
"491",3,"7",0.00169033825352617
"492",30,"7",0.00832184549916973
"493",31,"7",0.0781278840629946
"494",32,"7",6.39071613077247e-06
"495",33,"7",3.47408741529117
"496",34,"7",1.44978742188814
"497",35,"7",0.433605908767227
"498",36,"7",2.78158905499841
"499",37,"7",0.00610319765829782
"500",38,"7",2.73233572875956
"501",39,"7",0.0873209368360146
"502",4,"7",0.00403564953080285
"503",40,"7",0.0017206453268757
"504",41,"7",0.000551604661237035
"505",42,"7",0.31036139904958
"506",43,"7",0.000195338643777287
"507",44,"7",0.000288368634509672
"508",45,"7",4.63345656982966e-05
"509",46,"7",0.000159477111565026
"510",47,"7",0.0533080836812186
"511",48,"7",0.00372959083858145
"512",49,"7",6.0791953500819e-05
"513",5,"7",0.00012245675242891
"514",50,"7",0.491587320939134
"515",51,"7",0.00753792357090033
"516",52,"7",0.0393263505583238
"517",53,"7",0.00218668953448466
"518",54,"7",5.19704327945484
"519",55,"7",0.00463595630223046
"520",56,"7",0.0095838115798262
"521",57,"7",0.0302387407955386
"522",58,"7",0.249449020015288
"523",59,"7",0.396104522578646
"524",6,"7",0.0300981193879036
"525",60,"7",0.000716707232425843
"526",61,"7",0.235408508157228
"527",62,"7",7.25493901059937e-05
"528",63,"7",0.98095717603803
"529",64,"7",0.0040195944991056
"530",65,"7",0.00783123528603201
"531",66,"7",2.63598266177137e-05
"532",67,"7",0.0232763884996802
"533",68,"7",0.715200118951363
"534",69,"7",0.000921684467942026
"535",7,"7",1.09360519216767e-05
"536",70,"7",0.0998734510337482
"537",71,"7",1.97488824220094
"538",72,"7",0.000525151252234702
"539",73,"7",0.00076585439856403
"540",74,"7",3.15882041732631e-05
"541",75,"7",3.26837350645995e-05
"542",76,"7",1.16828789700733
"543",77,"7",2.25124546412703e-05
"544",78,"7",0.55861045119947
"545",8,"7",0.0373556741907361
"546",9,"7",1.05114974603402
"547",1,"8",0.579474792076839
"548",10,"8",0.000378120262139907
"549",11,"8",0.000540245702346165
"550",12,"8",0.566030844871149
"551",13,"8",0.217375364833616
"552",14,"8",5.14320634111163
"553",15,"8",0.513114671280639
"554",16,"8",0.0297704602808724
"555",17,"8",0.000239392289763857
"556",18,"8",0.00469601053803268
"557",19,"8",0.0218616480030772
"558",2,"8",0.25109201302023
"559",20,"8",0.109197919892879
"560",21,"8",0
"561",22,"8",0.237078819670747
"562",23,"8",8.24338200777538e-05
"563",24,"8",0.00206657025123439
"564",25,"8",2.29991245389616e-06
"565",26,"8",0.00661404908463914
"566",27,"8",0.752462155630026
"567",28,"8",0.00510784260948768
"568",29,"8",0.639131394581883
"569",3,"8",0.0005811577946099
"570",30,"8",0.00403188015584491
"571",31,"8",0.03135083930811
"572",32,"8",3.67184253825794e-06
"573",33,"8",3.49475215338329
"574",34,"8",2.03022310194963
"575",35,"8",0.560212654118345
"576",36,"8",3.10399989682259
"577",37,"8",0.00268189775505761
"578",38,"8",1.42729621800144
"579",39,"8",0.0306558558666215
"580",4,"8",0.00143803892703265
"581",40,"8",0.000844330073191194
"582",41,"8",0.000233413194383874
"583",42,"8",0.0940508905422586
"584",43,"8",7.2240843878926e-05
"585",44,"8",7.88087257458803e-05
"586",45,"8",1.54714141674435e-05
"587",46,"8",4.31739478435006e-05
"588",47,"8",0.0195783463754332
"589",48,"8",0.00132112404044933
"590",49,"8",1.29798524494739e-05
"591",5,"8",2.79805661181512e-05
"592",50,"8",0.213268517306875
"593",51,"8",0.00326723963871481
"594",52,"8",0.012122417706505
"595",53,"8",0.000975426087695164
"596",54,"8",3.89071422412532
"597",55,"8",0.00167507985633245
"598",56,"8",0.00411968021350295
"599",57,"8",0.0155558885361039
"600",58,"8",0.248576705263885
"601",59,"8",1.04209300134922
"602",6,"8",0.344217642216348
"603",60,"8",0.000159731300008999
"604",61,"8",0.111407400750406
"605",62,"8",3.68052658812426e-05
"606",63,"8",0.300142847956491
"607",64,"8",0.00145283265842666
"608",65,"8",0.00328874622769513
"609",66,"8",7.67295490952415e-06
"610",67,"8",0.0096822567601049
"611",68,"8",0.626398137301553
"612",69,"8",0.000407680420503262
"613",7,"8",3.33473606894503e-06
"614",70,"8",0.422600173209294
"615",71,"8",0.907730886882529
"616",72,"8",0.000181418972958325
"617",73,"8",0.000284119412715961
"618",74,"8",6.53547137309874e-06
"619",75,"8",8.85906221393587e-06
"620",76,"8",0.841473600050362
"621",77,"8",5.64396515534497e-06
"622",78,"8",0.640507944358513
"623",8,"8",0.00939991456387225
"624",9,"8",0.293813461631514
"625",1,"9",0.1711858725561
"626",10,"9",0.000119435974661226
"627",11,"9",0.000241891024327586
"628",12,"9",0.28864596735924
"629",13,"9",0.0814786492178879
"630",14,"9",3.66670611108716
"631",15,"9",0.244829859410812
"632",16,"9",0.0128407447559169
"633",17,"9",7.15604022406277e-05
"634",18,"9",0.00238239204547147
"635",19,"9",0.0108136199848643
"636",2,"9",0.191551471927788
"637",20,"9",0.0519515739692189
"638",21,"9",0
"639",22,"9",1.49373892227941
"640",23,"9",2.76258675125086e-05
"641",24,"9",0.00109852199664971
"642",25,"9",8.92589661124937e-07
"643",26,"9",0.00265650026338022
"644",27,"9",0.402072974612597
"645",28,"9",0.00226512038997016
"646",29,"9",0.732799939155357
"647",3,"9",0.00019980483474218
"648",30,"9",0.00195300573673759
"649",31,"9",0.0125608072672493
"650",32,"9",2.1813985128209e-06
"651",33,"9",4.43079685148289
"652",34,"9",2.22503118784916
"653",35,"9",0.190090540928304
"654",36,"9",3.90027793701043
"655",37,"9",0.00117839602579193
"656",38,"9",0.574298341782485
"657",39,"9",0.0107606123102782
"658",4,"9",0.000512332711917012
"659",40,"9",0.000399219598860109
"660",41,"9",9.87458844962515e-05
"661",42,"9",0.0284957526256728
"662",43,"9",2.66292196305608e-05
"663",44,"9",2.15597379641708e-05
"664",45,"9",5.1672683923074e-06
"665",46,"9",1.16834891622336e-05
"666",47,"9",0.007189732394723
"667",48,"9",0.000467927570411453
"668",49,"9",2.77253603741936e-06
"669",5,"9",6.40343666910847e-06
"670",50,"9",0.0685239523075093
"671",51,"9",0.00141605680590288
"672",52,"9",0.00373622013144655
"673",53,"9",0.000435002450123047
"674",54,"9",2.61383862406111
"675",55,"9",0.000481322433240732
"676",56,"9",0.00177075268718493
"677",57,"9",0.00800220754530057
"678",58,"9",0.122373374458986
"679",59,"9",1.04770945245775
"680",6,"9",0.519639440371869
"681",60,"9",0
"682",61,"9",0.0527207023581669
"683",62,"9",1.8673350640585e-05
"684",63,"9",1.76063938154112
"685",64,"9",0.000525039655792905
"686",65,"9",0.00138096606452893
"687",66,"9",0
"688",67,"9",0.00402706820613099
"689",68,"9",0.333943724438114
"690",69,"9",0.000180307257842429
"691",7,"9",1.01043485282835e-06
"692",70,"9",0.329690140847041
"693",71,"9",0.362093984911097
"694",72,"9",6.26720980006609e-05
"695",73,"9",0.000105387055595413
"696",74,"9",1.36565126899351e-06
"697",75,"9",2.33808375831256e-06
"698",76,"9",0.825030627941297
"699",77,"9",0
"700",78,"9",1.22838827087941
"701",8,"9",0.00236483033117017
"702",9,"9",0.388031486794722
"703",1,"10",0.845652889955615
"704",10,"10",3.77155390813902e-05
"705",11,"10",0.000108308298955742
"706",12,"10",0.713392311705911
"707",13,"10",0.0251210781425651
"708",14,"10",2.38338657205344
"709",15,"10",0.0734240455994603
"710",16,"10",0.0055381284555673
"711",17,"10",2.14058409412316e-05
"712",18,"10",0.00118732569814897
"713",19,"10",0.00534854997219439
"714",2,"10",0.0951057930485518
"715",20,"10",0.0247148742224931
"716",21,"10",0
"717",22,"10",1.00269637172666
"718",23,"10",9.24663406211757e-06
"719",24,"10",0.000583915935215488
"720",25,"10",3.56221887919749e-07
"721",26,"10",0.00106690822885682
"722",27,"10",0.145016019270911
"723",28,"10",0.00100441736621313
"724",29,"10",0.742048712931883
"725",3,"10",6.8686776629782e-05
"726",30,"10",1.14271295401176
"727",31,"10",0.00501361779592355
"728",32,"10",1.20421161602571e-06
"729",33,"10",3.52065358212233
"730",34,"10",1.69162990052466
"731",35,"10",0.0644933206276937
"732",36,"10",2.72970315481459
"733",37,"10",0.000517764360048609
"734",38,"10",0.23105933556029
"735",39,"10",0.00377611975252189
"736",4,"10",0.000182532546990437
"737",40,"10",0.000173115184671154
"738",41,"10",4.17982693713819e-05
"739",42,"10",0.00863147353605908
"740",43,"10",9.83004241238262e-06
"741",44,"10",5.9032237337677e-06
"742",45,"10",1.73342578467008e-06
"743",46,"10",3.16068662540004e-06
"744",47,"10",0.00263999697453032
"745",48,"10",0.000165712023969272
"746",49,"10",5.82602048961504e-07
"747",5,"10",1.47566382704095e-06
"748",50,"10",0.022010371241037
"749",51,"10",0.000613701516400238
"750",52,"10",0.00115139908514115
"751",53,"10",0.000193866591823549
"752",54,"10",1.42193283452404
"753",55,"10",0
"754",56,"10",0.000761062441193957
"755",57,"10",0.00411616552751725
"756",58,"10",0.175594714930216
"757",59,"10",0.909934252262804
"758",6,"10",0.208243079757475
"759",60,"10",0.153578664788674
"760",61,"10",0.0249472774923642
"761",62,"10",0.922475026169592
"762",63,"10",2.15851200047847
"763",64,"10",0.000189721742849493
"764",65,"10",0.000579876063031819
"765",66,"10",1.40166220191333
"766",67,"10",0.119861573100721
"767",68,"10",0.157130492694083
"768",69,"10",7.97564291415847e-05
"769",7,"10",3.08343456727075e-07
"770",70,"10",0.160907218639393
"771",71,"10",0.144426638508081
"772",72,"10",2.16355626624397e-05
"773",73,"10",3.90740844547601e-05
"774",74,"10",2.8593728273725e-07
"775",75,"10",5.68256168979285e-07
"776",76,"10",1.10173154604856
"777",77,"10",1.63450986369961
"778",78,"10",2.70616145160168
"779",8,"10",0.000594850487882497
"780",9,"10",2.6416951901382
"781",1,"11",0.523115430983592
"782",10,"11",1.19164296638967e-05
"783",11,"11",4.8480024242311e-05
"784",12,"11",0.43660133082824
"785",13,"11",1.65153486492124
"786",14,"11",2.98886269745607
"787",15,"11",0.0219927050599076
"788",16,"11",0.00238918014084114
"789",17,"11",6.3975974808048e-06
"790",18,"11",0.533515821292689
"791",19,"11",0.00264595628862979
"792",2,"11",0.240552150358942
"793",20,"11",0.0117600289312305
"794",21,"11",2.6947228714316
"795",22,"11",1.35810354589737
"796",23,"11",3.10960349497281e-06
"797",24,"11",0.000310424556620358
"798",25,"11",1.32378308338107e-07
"799",26,"11",0.000428614667719649
"800",27,"11",1.10571882572313
"801",28,"11",0.000445504351514354
"802",29,"11",0.705653304877603
"803",3,"11",2.36041302872287e-05
"804",30,"11",0.574466205773325
"805",31,"11",0.446821681118826
"806",32,"11",9.53711827667337e-07
"807",33,"11",3.0737641118048
"808",34,"11",0.869382384707309
"809",35,"11",0.0218899997655304
"810",36,"11",1.58780320260176
"811",37,"11",0.000227550580636841
"812",38,"11",0.564254086092341
"813",39,"11",0.0959823639201694
"814",4,"11",6.5044659871846e-05
"815",40,"11",5.83083814298496e-05
"816",41,"11",1.7642709741006e-05
"817",42,"11",0.00261485144323062
"818",43,"11",3.69897658958834e-06
"819",44,"11",1.60413560406649e-06
"820",45,"11",5.75152701369571e-07
"821",46,"11",8.64952470500094e-07
"822",47,"11",0.000969690028624016
"823",48,"11",5.87108199917772e-05
"824",49,"11",1.33869956269033e-07
"825",5,"11",3.37189272295378e-07
"826",50,"11",0.00706945136772381
"827",51,"11",0.000266014962921242
"828",52,"11",0.000354970614313978
"829",53,"11",8.63770398710004e-05
"830",54,"11",0.751149681396569
"831",55,"11",0.721176855308734
"832",56,"11",0.000327194724217778
"833",57,"11",0.00211760157842623
"834",58,"11",0.0890262845049264
"835",59,"11",0.727353725193021
"836",6,"11",0.503779329165046
"837",60,"11",0.127759649439297
"838",61,"11",0.0118074832623132
"839",62,"11",0.494608525477293
"840",63,"11",2.59124421868674
"841",64,"11",6.86000848537472e-05
"842",65,"11",0.000243540314341858
"843",66,"11",8
