"","subject","experiment","time","pupilorig","pupilmm","pupilnorm"
"2591","Sample","Hab",518000,55.4990353907263,0.942326381399369,0.39310967802701
"2592","Sample","Hab",518200,55.6565394083945,0.945000665555484,0.394225307393134
"2593","Sample","Hab",518400,55.6565394083945,0.945000665555484,0.394225307393134
"2594","Sample","Hab",518600,55.6565394083945,0.945000665555484,0.394225307393134
"2595","Sample","Hab",518800,55.6199814306154,0.944379942210127,0.393966360642567
"2596","Sample","Hab",519000,55.6199814306154,0.944379942210127,0.393966360642567
"2597","Sample","Hab",519200,55.107758022405,0.935682824731801,0.390338189852537
"2598","Sample","Hab",519400,54.8423553426114,0.931176513133718,0.388458294800909
"2599","Sample","Hab",519600,54.8139863569968,0.930694831905027,0.38825735215889
"2600","Sample","Hab",519800,54.8139863569968,0.930694831905027,0.38825735215889
"2601","Sample","Hab",520000,54.8423553426114,0.931176513133718,0.388458294800909
"2602","Sample","Hab",520200,55.5853263998855,0.943791529285919,0.393720892809183
"2603","Sample","Hab",520400,55.7864990052215,0.94720726889091,0.395145834658257
"2604","Sample","Hab",520600,55.9042330047387,0.949206291990171,0.395979765812505
"2605","Sample","Hab",520800,55.9042330047387,0.949206291990171,0.395979765812505
"2606","Sample","Hab",521000,55.9042330047387,0.949206291990171,0.395979765812505
"2607","Sample","Hab",521200,55.7864990052215,0.94720726889091,0.395145834658257
"2608","Sample","Hab",521400,55.9042330047387,0.949206291990171,0.395979765812505
"2609","Sample","Hab",521600,57.1496746601365,0.970352831206799,0.404801453697853
"2610","Sample","Hab",521800,57.1496746601365,0.970352831206799,0.404801453697853
"2611","Sample","Hab",522000,57.1496746601365,0.970352831206799,0.404801453697853
"2612","Sample","Hab",522200,57.5601254414243,0.977321936106559,0.407708750614674
"2613","Sample","Hab",522400,57.7178869112908,0.980000591581865,0.408826203561156
"2614","Sample","Hab",522600,57.7178869112908,0.980000591581865,0.408826203561156
"2615","Sample","Hab",522800,57.7178869112908,0.980000591581865,0.408826203561156
"2616","Sample","Hab",523000,57.5601254414243,0.977321936106559,0.407708750614674
"2617","Sample","Hab",523200,57.2782307172303,0.972535603632217,0.405712039437889
"2618","Sample","Hab",523400,56.8863335663806,0.965881523584861,0.402936161231978
"2619","Sample","Hab",523600,56.7973054396356,0.964369901771478,0.40230555895225
"2620","Sample","Hab",523800,55.32183134045,0.939317607457793,0.391854509776629
"2621","Sample","Hab",524000,54.9508513611616,0.933018683179322,0.389226791669714
"2622","Sample","Hab",524200,54.0701807331754,0.918065645523218,0.38298884276523
"2623","Sample","Hab",524400,53.1688822461571,0.902762364378721,0.376604783014577
"2624","Sample","Hab",524600,53.1076284331629,0.901722326771952,0.376170911208796
"2625","Sample","Hab",524800,53.0701591669858,0.901086130525265,0.375905509638136
"2626","Sample","Hab",525000,53.1076284331629,0.901722326771952,0.376170911208796
"2627","Sample","Hab",525200,53.1076284331629,0.901722326771952,0.376170911208796
"2628","Sample","Hab",525400,53.0701591669858,0.901086130525265,0.375905509638136
"2629","Sample","Hab",525600,53.0199157657774,0.900233040338803,0.375549626564981
"2630","Sample","Hab",525800,53.6589448894818,0.911083210932035,0.380075985109787
"2631","Sample","Hab",526000,54.1482985385973,0.919392019367157,0.383542165271133
"2632","Sample","Hab",526200,53.4711621114151,0.907894819196955,0.378745885822383
"2633","Sample","Hab",526400,54.1482985385973,0.919392019367157,0.383542165271133
"2634","Sample","Hab",526600,55.0752727956697,0.935131253232532,0.390108091132214
"2635","Sample","Hab",526800,55.5236798793939,0.942744823840108,0.393284239385365
"2636","Sample","Hab",527000,55.2138352237883,0.937483925320753,0.391089553803067
"2637","Sample","Hab",527200,55.2784413242472,0.938580881915279,0.391547170465612
"2638","Sample","Hab",527400,56.0760309927562,0.952123275596112,0.397196641948817
"2639","Sample","Hab",527600,55.7081366696091,0.945876743132476,0.39459078010091
"2640","Sample","Hab",527800,55.7081366696091,0.945876743132476,0.39459078010091
"2641","Sample","Hab",528000,56.0010787876036,0.950850650950257,0.3966657419606
"2642","Sample","Hab",528200,56.0010787876036,0.950850650950257,0.3966657419606
"2643","Sample","Hab",528400,55.81084174846,0.947620587951104,0.395318258699314
"2644","Sample","Hab",528600,55.81084174846,0.947620587951104,0.395318258699314
"2645","Sample","Hab",528800,55.7617225686048,0.946786586086307,0.394970338688778
"2646","Sample","Hab",529000,55.599025988372,0.944024136637637,0.393817929465426
"2647","Sample","Hab",529200,55.2369616994838,0.937876593193325,0.391253362801738
"2648","Sample","Hab",529400,54.5393844565562,0.92603232537053,0.386312297368156
"2649","Sample","Hab",529600,54.2454216698744,0.921041087467209,0.384230105928056
"2650","Sample","Hab",529800,53.7192573460715,0.912107265108317,0.380503189118363
"2651","Sample","Hab",530000,53.7192573460715,0.912107265108317,0.380503189118363
"2652","Sample","Hab",530200,54.2454216698744,0.921041087467209,0.384230105928056
"2653","Sample","Hab",530400,54.3558273167209,0.92291568137585,0.385012129038523
"2654","Sample","Hab",530600,55.0711806242082,0.935061771644281,0.390079105543648
"2655","Sample","Hab",530800,55.5469887159513,0.943140588044895,0.393449340078914
"2656","Sample","Hab",531000,55.5469887159513,0.943140588044895,0.393449340078914
"2657","Sample","Hab",531200,55.5469887159513,0.943140588044895,0.393449340078914
"2658","Sample","Hab",531400,55.4021082021285,0.94068064023923,0.392423125267426
"2659","Sample","Hab",531600,55.3989219179315,0.940626539845657,0.392400556241749
"2660","Sample","Hab",531800,55.3989219179315,0.940626539845657,0.392400556241749
"2661","Sample","Hab",532000,55.4021082021285,0.94068064023923,0.392423125267426
"2662","Sample","Hab",532200,55.4396102873193,0.941317393724835,0.392688759301079
"2663","Sample","Hab",532400,55.6515322037489,0.944915647482622,0.394189840459481
"2664","Sample","Hab",532600,55.6515322037489,0.944915647482622,0.394189840459481
"2665","Sample","Hab",532800,55.6515322037489,0.944915647482622,0.394189840459481
"2666","Sample","Hab",533000,55.7042617582613,0.945810950436028,0.394563333404916
"2667","Sample","Hab",533200,55.9436086271964,0.949874856543856,0.39625867044855
"2668","Sample","Hab",533400,55.9436086271964,0.949874856543856,0.39625867044855
"2669","Sample","Hab",533600,55.9436086271964,0.949874856543856,0.39625867044855
"2670","Sample","Hab",533800,55.7042617582613,0.945810950436028,0.394563333404916
"2671","Sample","Hab",534000,56.1547911822462,0.953460556574743,0.39775451457694
"2672","Sample","Hab",534200,56.1547911822462,0.953460556574743,0.39775451457694
"2673","Sample","Hab",534400,56.1547911822462,0.953460556574743,0.39775451457694
"2674","Sample","Hab",534600,56.2516951462579,0.955105903401179,0.398440902832592
"2675","Sample","Hab",534800,56.91819684611,0.966422534953358,0.403161854589478
"2676","Sample","Hab",535000,56.9450948968049,0.966879240959138,0.403352378334147
"2677","Sample","Hab",535200,56.9450948968049,0.966879240959138,0.403352378334147
"2678","Sample","Hab",535400,56.2516951462579,0.955105903401179,0.398440902832592
"2679","Sample","Hab",535600,54.6442186606695,0.927812320923849,0.387054856944824
"2680","Sample","Hab",535800,54.4516723836571,0.924543049031253,0.385691016935196
"2681","Sample","Hab",536000,54.4516723836571,0.924543049031253,0.385691016935196
"2682","Sample","Hab",536200,54.1038981732146,0.918638138955554,0.383227669474638
"2683","Sample","Hab",536400,54.4516723836571,0.924543049031253,0.385691016935196
"2684","Sample","Hab",536600,54.4516723836571,0.924543049031253,0.385691016935196
"2685","Sample","Hab",536800,54.3665838408352,0.923098317999598,0.385088319438978
"2686","Sample","Hab",537000,54.1038981732146,0.918638138955554,0.383227669474638
"2687","Sample","Hab",537200,53.3840515349376,0.906415755754938,0.378128865897069
"2688","Sample","Hab",537400,53.2545737701645,0.904217333517662,0.377211751535292
"2689","Sample","Hab",537600,53.2545737701645,0.904217333517662,0.377211751535292
"2690","Sample","Hab",537800,53.122721944043,0.901978601739439,0.376277821268775
"2691","Sample","Hab",538000,52.8732862278223,0.897743395592102,0.374511023100092
"2692","Sample","Hab",538200,52.5805164826451,0.89277241451804,0.372437282188158
"2693","Sample","Hab",538400,52.5805164826451,0.89277241451804,0.372437282188158
"2694","Sample","Hab",538600,52.5489241544171,0.89223600367541,0.372213508029014
"2695","Sample","Hab",538800,52.263181623883,0.887384338724579,0.370189542145894
"2696","Sample","Hab",539000,52.263181623883,0.887384338724579,0.370189542145894
"2697","Sample","Hab",539200,52.3616209773534,0.889055755157135,0.37088680584202
"2698","Sample","Hab",539400,52.3616209773534,0.889055755157135,0.37088680584202
"2699","Sample","Hab",539600,52.1851473673706,0.886059383470009,0.369636811431988
"2700","Sample","Hab",539800,52.3616209773534,0.889055755157135,0.37088680584202
"2701","Sample","Hab",540000,52.3616209773534,0.889055755157135,0.37088680584202
"2702","Sample","Hab",540200,51.8858271195013,0.880977180435875,0.367516672127971
"2703","Sample","Hab",540400,52.0746732553108,0.884183627080321,0.368854303370065
"2704","Sample","Hab",540600,52.6737854124857,0.894356041558309,0.373097922841124
"2705","Sample","Hab",540800,53.0201458633463,0.900236947199669,0.375551256387564
"2706","Sample","Hab",541000,53.3475496711755,0.905795985177825,0.377870316612205
"2707","Sample","Hab",541200,54.1291103690393,0.919066220580602,0.383406252005185
"2708","Sample","Hab",541400,54.3039790191305,0.922035341414874,0.384644878194819
"2709","Sample","Hab",541600,54.3039790191305,0.922035341414874,0.384644878194819
"2710","Sample","Hab",541800,54.3039790191305,0.922035341414874,0.384644878194819
"2711","Sample","Hab",542000,53.7426711445532,0.912504811477235,0.380669033276152
"2712","Sample","Hab",542200,53.7265722675042,0.912231466247947,0.380555002026262
"2713","Sample","Hab",542400,53.3351196012079,0.905584933169973,0.377782272184614
"2714","Sample","Hab",542600,53.3351196012079,0.905584933169973,0.377782272184614
"2715","Sample","Hab",542800,53.184222191573,0.903022823594866,0.376713438614822
"2716","Sample","Hab",543000,53.184222191573,0.903022823594866,0.376713438614822
"2717","Sample","Hab",543200,52.5039878844853,0.891473024060714,0.371895216323938
"2718","Sample","Hab",543400,52.5039878844853,0.891473024060714,0.371895216323938
"2719","Sample","Hab",543600,52.5039878844853,0.891473024060714,0.371895216323938
"2720","Sample","Hab",543800,52.5039878844853,0.891473024060714,0.371895216323938
"2721","Sample","Hab",544000,52.5039878844853,0.891473024060714,0.371895216323938
"2722","Sample","Hab",544200,51.7559818446369,0.878772518190067,0.36659695462593
"2723","Sample","Hab",544400,51.3664818710557,0.872159140172305,0.36383805605899
"2724","Sample","Hab",544600,51.3664818710557,0.872159140172305,0.36383805605899
"2725","Sample","Hab",544800,51.3664818710557,0.872159140172305,0.36383805605899
"2726","Sample","Hab",545000,52.4241492071773,0.890117431276918,0.371329704572073
"2727","Sample","Hab",545200,54.7819244379431,0.930150447809883,0.388030251803228
"2728","Sample","Hab",545400,54.928975510944,0.932647249862861,0.389071841076878
"2729","Sample","Hab",545600,54.928975510944,0.932647249862861,0.389071841076878
"2730","Sample","Hab",545800,54.996615355394,0.933795716848101,0.389550946295308
"2731","Sample","Hab",546000,55.4713646780952,0.941856556251583,0.39291368137848
"2732","Sample","Hab",546200,55.2779706671848,0.938572890558973,0.391543836716747
"2733","Sample","Hab",546400,55.3479332183604,0.939760795127378,0.39203939408586
"2734","Sample","Hab",546600,55.3479332183604,0.939760795127378,0.39203939408586
"2735","Sample","Hab",546800,55.2779706671848,0.938572890558973,0.391543836716747
"2736","Sample","Hab",547000,54.9901330134681,0.933685652199823,0.389505030698228
"2737","Sample","Hab",547200,54.4024181299734,0.923706753727821,0.38534214017237
"2738","Sample","Hab",547400,54.0182197283804,0.917183391889842,0.382620793596066
"2739","Sample","Hab",547600,53.121522464014,0.901958235589516,0.376269325135379
"2740","Sample","Hab",547800,52.7945180597649,0.896405979144187,0.373953093958337
"2741","Sample","Hab",548000,52.7945180597649,0.896405979144187,0.373953093958337
"2742","Sample","Hab",548200,53.121522464014,0.901958235589516,0.376269325135379
"2743","Sample","Hab",548400,53.2292299430445,0.903787016905262,0.377032236636538
"2744","Sample","Hab",548600,53.9173454315493,0.91547063219159,0.381906282756927
"2745","Sample","Hab",548800,53.9173454315493,0.91547063219159,0.381906282756927
"2746","Sample","Hab",549000,53.8648245968025,0.914578873122148,0.381534268211239
"2747","Sample","Hab",549200,53.8648245968025,0.914578873122148,0.381534268211239
"2748","Sample","Hab",549400,53.8402318466514,0.91416130915738,0.381360073326127
"2749","Sample","Hab",549600,53.0718385550499,0.901114645105136,0.375917405046705
"2750","Sample","Hab",549800,53.0718385550499,0.901114645105136,0.375917405046705
"2751","Sample","Hab",550000,53.0083997514545,0.900037508217775,0.37546805655839
"2752","Sample","Hab",550200,52.729498454414,0.895302001588559,0.373492548366057
"2753","Sample","Hab",550400,52.729498454414,0.895302001588559,0.373492548366057
"2754","Sample","Hab",550600,53.0083997514545,0.900037508217775,0.37546805655839
"2755","Sample","Hab",550800,54.0184114567305,0.917186647274032,0.382622151642553
"2756","Sample","Hab",551000,54.4093899381229,0.923825129095954,0.385391522746998
"2757","Sample","Hab",551200,55.1758360153406,0.936838731105386,0.390820398555719
"2758","Sample","Hab",551400,55.1758360153406,0.936838731105386,0.390820398555719
"2759","Sample","Hab",551600,54.8500720992205,0.93130753709261,0.388512953979841
"2760","Sample","Hab",551800,54.8500720992205,0.93130753709261,0.388512953979841
"2761","Sample","Hab",552000,54.8500720992205,0.93130753709261,0.388512953979841
"2762","Sample","Hab",552200,54.5812512551646,0.926743187974819,0.386608847454209
"2763","Sample","Hab",552400,54.5812512551646,0.926743187974819,0.386608847454209
"2764","Sample","Hab",552600,53.6224815034206,0.910464093673532,0.379817708369419
"2765","Sample","Hab",552800,53.6224815034206,0.910464093673532,0.379817708369419
"2766","Sample","Hab",553000,52.0959274498459,0.884544505212435,0.369004850663574
"2767","Sample","Hab",553200,51.9966507026926,0.882858870547913,0.368301655556952
"2768","Sample","Hab",553400,51.9966507026926,0.882858870547913,0.368301655556952
"2769","Sample","Hab",553600,52.0959274498459,0.884544505212435,0.369004850663574
"2770","Sample","Hab",553800,52.7435070812165,0.895539856147837,0.373591773996434
"2771","Sample","Hab",554000,53.1768636209817,0.902897881329676,0.376661316532059
"2772","Sample","Hab",554200,54.2512577993775,0.921140179978589,0.384271444285989
"2773","Sample","Hab",554400,54.2512577993775,0.921140179978589,0.384271444285989
"2774","Sample","Hab",554600,54.2825153249168,0.92167090615654,0.384492846977299
"2775","Sample","Hab",554800,54.2825153249168,0.92167090615654,0.384492846977299
"2776","Sample","Hab",555000,54.0867722859008,0.918347355966137,0.3831063637258
"2777","Sample","Hab",555200,54.0441101115833,0.917622988559313,0.382804179850138
"2778","Sample","Hab",555400,54.0441101115833,0.917622988559313,0.382804179850138
"2779","Sample","Hab",555600,53.7405842353112,0.912469377534636,0.380654251321576
"2780","Sample","Hab",555800,53.0881608858052,0.901391784388158,0.376033019059502
"2781","Sample","Hab",556000,53.0881608858052,0.901391784388158,0.376033019059502
"2782","Sample","Hab",556200,54.1115697222589,0.918768395328476,0.383282008440235
"2783","Sample","Hab",556400,53.4980340972579,0.908351082643732,0.378936224945004
"2784","Sample","Hab",556600,54.1115697222589,0.918768395328476,0.383282008440235
